resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
26001,1106,855,51,24,20,16,16,16,0,69,\N,\N,58,17,01:17.1,203.652,11
26002,1106,825,210,20,13,17,17,17,0,69,\N,\N,55,7,01:16.1,206.231,11
26003,1106,856,213,21,17,18,18,18,0,69,\N,\N,52,13,01:16.7,204.805,11
26004,1106,847,131,63,4,\N,R,19,0,53,\N,\N,44,18,01:17.1,203.634,23
26005,1106,858,3,2,18,\N,R,20,0,6,\N,\N,4,20,01:18.4,200.155,5
26006,1107,830,9,1,1,1,1,1,26,71,25:33.6,5133607,71,1,01:07.0,231.97,1
26007,1107,844,6,16,2,2,2,2,18,71,5.155,5138762,51,5,01:08.8,225.876,1
26008,1107,815,9,11,15,3,3,3,15,71,17.188,5150795,52,2,01:08.1,228.227,1
26009,1107,846,1,4,4,4,4,4,12,71,26.327,5159934,48,4,01:08.7,226.142,1
26010,1107,4,117,14,7,5,5,5,10,71,30.317,5163924,54,8,01:09.1,224.934,1
26011,1107,832,6,55,3,6,6,6,8,71,31.377,5164984,50,6,01:08.9,225.679,1
26012,1107,847,131,63,11,7,7,7,6,71,48.403,5182010,49,10,01:09.3,224.366,1
26013,1107,1,131,44,5,8,8,8,4,71,49.196,5182803,48,9,01:09.2,224.765,1
26014,1107,840,117,18,6,9,9,9,2,71,59.043,5192650,57,3,01:08.5,227.054,1
26015,1107,842,214,10,9,10,10,10,1,71,+1:07.667,5201274,48,7,01:09.0,225.136,1
26016,1107,848,3,23,10,11,11,11,0,71,+1:19.767,5213374,53,11,01:09.6,223.473,1
26017,1107,855,51,24,17,12,12,12,0,70,\N,\N,46,14,01:09.8,222.749,11
26018,1107,858,3,2,18,13,13,13,0,70,\N,\N,45,12,01:09.6,223.309,11
26019,1107,839,214,31,12,14,14,14,0,70,\N,\N,50,15,01:09.8,222.714,11
26020,1107,822,51,77,14,15,15,15,0,70,\N,\N,49,18,01:09.9,222.259,11
26021,1107,857,1,81,13,16,16,16,0,70,\N,\N,46,17,01:09.9,222.507,11
26022,1107,856,213,21,0,17,17,17,0,70,\N,\N,46,16,01:09.9,222.539,11
26023,1107,825,210,20,0,18,18,18,0,70,\N,\N,37,19,01:10.2,221.511,11
26024,1107,852,213,22,16,19,19,19,0,70,\N,\N,45,13,01:09.6,223.28,11
26025,1107,807,210,27,8,\N,R,20,0,12,\N,\N,7,20,01:11.1,218.737,75
26026,1108,830,9,1,1,1,1,1,26,52,25:16.9,5116938,42,1,01:30.3,234.922,1
26027,1108,846,1,4,2,2,2,2,18,52,3.798,5120736,43,2,01:30.5,234.226,1
26028,1108,1,131,44,7,3,3,3,15,52,6.783,5123721,43,3,01:30.5,234.221,1
26029,1108,857,1,81,3,4,4,4,12,52,7.776,5124714,41,4,01:30.9,233.435,1
26030,1108,847,131,63,6,5,5,5,10,52,11.206,5128144,41,6,01:31.1,232.733,1
26031,1108,815,9,11,15,6,6,6,8,52,12.882,5129820,51,5,01:30.9,233.271,1
26032,1108,4,117,14,9,7,7,7,6,52,17.193,5134131,48,9,01:31.3,232.188,1
26033,1108,848,3,23,8,8,8,8,4,52,17.878,5134816,41,8,01:31.3,232.353,1
26034,1108,844,6,16,4,9,9,9,2,52,18.689,5135627,48,7,01:31.3,232.399,1
26035,1108,832,6,55,5,10,10,10,1,52,19.448,5136386,51,10,01:31.4,232.116,1
26036,1108,858,3,2,14,11,11,11,0,52,23.632,5140570,42,13,01:31.7,231.274,1
26037,1108,822,51,77,20,12,12,12,0,52,25.83,5142768,52,16,01:31.9,230.888,1
26038,1108,807,210,27,11,13,13,13,0,52,26.663,5143601,52,15,01:31.8,231.08,1
26039,1108,840,117,18,12,14,14,14,0,52,27.483,5144421,42,11,01:31.5,231.756,1
26040,1108,855,51,24,17,15,15,15,0,52,29.82,5146758,48,14,01:31.8,231.097,1
26041,1108,852,213,22,16,16,16,16,0,52,31.225,5148163,48,17,01:32.1,230.307,1
26042,1108,856,213,21,18,17,17,17,0,52,33.128,5150066,48,18,01:32.4,229.636,1
26043,1108,842,214,10,10,18,18,18,0,46,\N,\N,42,12,01:31.5,231.678,130
26044,1108,825,210,20,19,\N,R,19,0,31,\N,\N,29,19,01:33.4,227.169,5
26045,1108,839,214,31,13,\N,R,20,0,9,\N,\N,4,20,01:33.9,225.754,44
26046,1109,830,9,1,2,1,1,1,26,70,38:08.6,5888634,53,1,01:20.5,195.91,1
26047,1109,846,1,4,3,2,2,2,18,70,33.731,5922365,50,4,01:22.2,191.919,1
26048,1109,815,9,11,9,3,3,3,15,70,37.603,5926237,53,5,01:22.3,191.647,1
26049,1109,1,131,44,1,4,4,4,12,70,39.134,5927768,54,2,01:21.6,193.277,1
26050,1109,857,1,81,4,5,5,5,10,70,+1:02.572,5951206,45,8,01:22.7,190.625,1
26051,1109,847,131,63,18,6,6,6,8,70,+1:05.825,5954459,48,3,01:22.2,191.966,1
26052,1109,844,6,16,6,7,7,7,6,70,+1:10.317,5958951,50,6,01:22.5,191.242,1
26053,1109,832,6,55,11,8,8,8,4,70,+1:11.073,5959707,54,7,01:22.6,190.976,1
26054,1109,4,117,14,8,9,9,9,2,70,+1:15.709,5964343,51,9,01:22.7,190.604,1
26055,1109,840,117,18,14,10,10,10,1,69,\N,\N,54,11,01:23.4,189.051,11
26056,1109,848,3,23,16,11,11,11,0,69,\N,\N,54,18,01:24.1,187.643,11
26057,1109,822,51,77,7,12,12,12,0,69,\N,\N,42,14,01:23.7,188.54,11
26058,1109,817,213,3,13,13,13,13,0,69,\N,\N,67,17,01:23.9,187.904,11
26059,1109,807,210,27,10,14,14,14,0,69,\N,\N,42,13,01:23.6,188.716,11
26060,1109,852,213,22,17,15,15,15,0,69,\N,\N,68,10,01:23.3,189.405,11
26061,1109,855,51,24,5,16,16,16,0,69,\N,\N,12,15,01:23.7,188.333,11
26062,1109,825,210,20,19,17,17,17,0,69,\N,\N,54,16,01:23.9,188.061,11
26063,1109,858,3,2,20,\N,R,18,0,67,\N,\N,36,12,01:23.5,188.89,31
26064,1109,839,214,31,12,\N,R,19,0,2,\N,\N,\N,0,\N,\N,130
26065,1109,842,214,10,15,\N,R,20,0,1,\N,\N,\N,0,\N,\N,130
26066,1110,830,9,1,6,1,1,1,25,44,22:30.4,4950450,32,2,01:48.9,231.49,1
26067,1110,815,9,11,2,2,2,2,18,44,22.305,4972755,31,6,01:50.3,228.581,1
26068,1110,844,6,16,1,3,3,3,15,44,32.259,4982709,30,7,01:50.4,228.316,1
26069,1110,1,131,44,3,4,4,4,13,44,49.671,5000121,44,1,01:47.3,234.978,1
26070,1110,4,117,14,9,5,5,5,10,44,56.184,5006634,42,13,01:50.9,227.283,1
26071,1110,847,131,63,8,6,6,6,8,44,+1:03.101,5013551,25,11,01:50.6,227.972,1
26072,1110,846,1,4,7,7,7,7,6,44,+1:13.719,5024169,26,18,01:51.7,225.769,1
26073,1110,839,214,31,14,8,8,8,4,44,+1:14.719,5025169,27,8,01:50.4,228.31,1
26074,1110,840,117,18,10,9,9,9,2,44,+1:19.340,5029790,26,16,01:51.3,226.55,1
26075,1110,852,213,22,11,10,10,10,1,44,+1:20.221,5030671,26,17,01:51.4,226.353,1
26076,1110,842,214,10,12,11,11,11,0,44,+1:23.084,5033534,25,12,01:50.9,227.339,1
26077,1110,822,51,77,13,12,12,12,0,44,+1:25.191,5035641,26,10,01:50.5,228.153,1
26078,1110,855,51,24,17,13,13,13,0,44,+1:35.441,5045891,27,5,01:50.2,228.83,1
26079,1110,848,3,23,15,14,14,14,0,44,+1:36.184,5046634,35,3,01:49.8,229.553,1
26080,1110,825,210,20,16,15,15,15,0,44,+1:41.754,5052204,27,14,01:51.0,227.171,1
26081,1110,817,213,3,19,16,16,16,0,44,+1:43.071,5053521,25,15,01:51.0,227.169,1
26082,1110,858,3,2,18,17,17,17,0,44,+1:44.476,5054926,37,9,01:50.5,228.213,1
26083,1110,807,210,27,0,18,18,18,0,44,+1:50.450,5060900,26,4,01:49.9,229.415,1
26084,1110,832,6,55,4,\N,R,19,0,23,\N,\N,9,19,01:53.1,222.864,130
26085,1110,857,1,81,5,\N,R,20,0,0,\N,\N,\N,0,\N,\N,130
26086,1111,830,9,1,1,1,1,1,25,72,24:04.4,8644411,58,2,01:13.9,207.505,1
26087,1111,4,117,14,5,2,2,2,19,72,3.744,8648155,56,1,01:13.8,207.651,1
26088,1111,842,214,10,12,3,3,3,15,72,7.058,8651469,55,7,01:14.4,205.967,1
26089,1111,815,9,11,7,4,4,4,12,72,10.068,8655093,59,4,01:14.2,206.549,1
26090,1111,832,6,55,6,5,5,5,10,72,12.541,8656952,54,13,01:14.9,204.612,1
26091,1111,1,131,44,13,6,6,6,8,72,13.209,8657620,58,3,01:13.9,207.463,1
26092,1111,846,1,4,2,7,7,7,6,72,13.232,8657643,50,6,01:14.4,206.108,1
26093,1111,848,3,23,4,8,8,8,4,72,15.155,8659566,55,8,01:14.5,205.892,1
26094,1111,857,1,81,8,9,9,9,2,72,16.58,8660991,54,5,01:14.3,206.36,1
26095,1111,839,214,31,16,10,10,10,1,72,18.346,8662757,51,10,01:14.6,205.61,1
26096,1111,840,117,18,11,11,11,11,0,72,20.087,8664498,37,15,01:15.2,203.966,1
26097,1111,807,210,27,14,12,12,12,0,72,20.84,8665251,53,9,01:14.5,205.881,1
26098,1111,859,213,40,19,13,13,13,0,72,26.147,8670558,49,12,01:14.8,204.923,1
26099,1111,822,51,77,18,14,14,14,0,72,27.388,8671799,49,11,01:14.7,205.258,1
26100,1111,852,213,22,17,15,15,15,0,72,29.893,8682344,35,18,01:16.3,201.072,1
26101,1111,825,210,20,0,16,16,16,0,72,31.41,8679515,37,17,01:15.5,203.107,1
26102,1111,847,131,63,3,17,17,17,0,72,55.754,8700165,54,14,01:15.1,204.094,1
26103,1111,855,51,24,15,\N,R,18,0,62,\N,\N,39,16,01:15.4,203.301,3
26104,1111,844,6,16,9,\N,R,19,0,41,\N,\N,33,19,01:17.3,198.408,140
26105,1111,858,3,2,10,\N,R,20,0,14,\N,\N,13,20,01:17.4,198.095,3
26106,1112,830,9,1,2,1,1,1,25,51,13:41.1,4421143,33,2,01:25.2,244.659,1
26107,1112,815,9,11,5,2,2,2,18,51,6.064,4427207,39,4,01:25.5,243.853,1
26108,1112,832,6,55,1,3,3,3,15,51,11.193,4432336,30,3,01:25.5,243.912,1
26109,1112,844,6,16,3,4,4,4,12,51,11.377,4432520,38,5,01:25.6,243.687,1
26110,1112,847,131,63,4,5,5,5,10,51,23.028,4444171,38,9,01:25.8,242.929,1
26111,1112,1,131,44,8,6,6,6,8,51,42.679,4463822,29,6,01:25.6,243.682,1
26112,1112,848,3,23,6,7,7,7,6,51,45.106,4466249,33,16,01:26.4,241.405,1
26113,1112,846,1,4,9,8,8,8,4,51,45.449,4466592,24,14,01:26.1,242.092,1
26114,1112,4,117,14,10,9,9,9,2,51,46.294,4467437,43,13,01:26.1,242.201,1
26115,1112,822,51,77,14,10,10,10,1,51,+1:04.056,4485199,27,12,01:26.0,242.531,1
26116,1112,859,213,40,12,11,11,11,0,51,+1:10.638,4491781,44,8,01:25.8,242.944,1
26117,1112,857,1,81,7,12,12,12,0,51,+1:13.074,4494217,43,1,01:25.1,245.142,1
26118,1112,858,3,2,15,13,13,13,0,51,+1:18.557,4499700,16,18,01:26.8,240.152,1
26119,1112,855,51,24,16,14,14,14,0,51,+1:20.164,4501307,35,11,01:26.0,242.545,1
26120,1112,842,214,10,17,15,15,15,0,51,+1:22.510,4503653,44,7,01:25.8,243.181,1
26121,1112,840,117,18,20,16,16,16,0,51,+1:27.266,4508409,31,17,01:26.6,240.77,1
26122,1112,807,210,27,13,17,17,17,0,50,\N,\N,50,10,01:25.9,242.796,11
26123,1112,825,210,20,19,18,18,18,0,50,\N,\N,42,15,01:26.3,241.716,11
26124,1112,839,214,31,18,\N,R,19,0,39,\N,\N,33,19,01:27.0,239.812,38
26125,1112,852,213,22,11,\N,R,20,0,0,\N,\N,\N,0,\N,\N,5
26126,1113,832,6,55,1,1,1,1,25,62,46:37.4,6397418,47,7,01:37.7,182.089,1
26127,1113,846,1,4,4,2,2,2,18,62,0.812,6398230,46,8,01:38.0,181.384,1
26128,1113,1,131,44,5,3,3,3,16,62,1.269,6398687,47,1,01:35.9,185.507,1
26129,1113,844,6,16,3,4,4,4,12,62,21.177,6418595,46,11,01:38.3,180.961,1
26130,1113,830,9,1,11,5,5,5,10,62,21.441,6418859,61,4,01:36.6,184.147,1
26131,1113,842,214,10,12,6,6,6,8,62,38.441,6435859,46,12,01:38.3,180.957,1
26132,1113,857,1,81,17,7,7,7,6,62,41.479,6438897,46,13,01:38.5,180.562,1
26133,1113,815,9,11,13,8,8,8,4,62,59.534,6456952,61,5,01:37.1,183.136,1
26134,1113,859,213,40,10,9,9,9,2,62,+1:05.918,6463336,47,15,01:39.0,179.585,1
26135,1113,825,210,20,6,10,10,10,1,62,+1:12.116,6469534,48,10,01:38.1,181.271,1
26136,1113,848,3,23,14,11,11,11,0,62,+1:13.417,6470835,46,6,01:37.3,182.696,1
26137,1113,855,51,24,0,12,12,12,0,62,+1:23.649,6481067,46,16,01:39.3,179.064,1
26138,1113,807,210,27,9,13,13,13,0,62,+1:26.201,6483619,50,17,01:39.9,177.977,1
26139,1113,858,3,2,18,14,14,14,0,62,+1:26.889,6484307,45,14,01:38.5,180.491,1
26140,1113,4,117,14,7,15,15,15,0,62,+1:27.603,6485021,47,3,01:36.5,184.374,1
26141,1113,847,131,63,2,16,16,16,0,61,\N,\N,46,2,01:36.3,184.724,3
26142,1113,822,51,77,16,\N,R,17,0,51,\N,\N,51,9,01:38.1,181.33,39
26143,1113,839,214,31,8,\N,R,18,0,42,\N,\N,33,18,01:39.9,177.964,6
26144,1113,852,213,22,15,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4
26145,1113,840,117,18,0,\N,W,20,0,0,\N,\N,\N,0,\N,\N,54
26146,1114,830,9,1,1,1,1,1,26,53,30:58.4,5458421,39,1,01:34.2,221.963,1
26147,1114,846,1,4,3,2,2,2,18,53,19.387,5477808,40,2,01:35.2,219.484,1
26148,1114,857,1,81,2,3,3,3,15,53,36.494,5494915,38,5,01:36.3,217.021,1
26149,1114,844,6,16,4,4,4,4,12,53,43.998,5502419,40,6,01:36.4,216.944,1
26150,1114,1,131,44,7,5,5,5,10,53,49.376,5507797,36,3,01:35.6,218.648,1
26151,1114,832,6,55,6,6,6,6,8,53,50.221,5508642,40,4,01:36.2,217.339,1
26152,1114,847,131,63,8,7,7,7,6,53,57.659,5516080,27,11,01:37.7,214.076,1
26153,1114,4,117,14,10,8,8,8,4,53,+1:14.725,5533146,28,8,01:37.2,215.067,1
26154,1114,839,214,31,14,9,9,9,2,53,+1:19.678,5538099,34,10,01:37.4,214.636,1
26155,1114,842,214,10,12,10,10,10,1,53,+1:23.155,5541576,36,7,01:36.4,216.924,1
26156,1114,859,213,40,11,11,11,11,0,52,\N,\N,50,15,01:38.3,212.738,11
26157,1114,852,213,22,9,12,12,12,0,52,\N,\N,36,12,01:37.8,213.824,11
26158,1114,855,51,24,19,13,13,13,0,52,\N,\N,45,13,01:37.8,213.774,11
26159,1114,807,210,27,18,14,14,14,0,52,\N,\N,44,9,01:37.3,214.963,11
26160,1114,825,210,20,15,15,15,15,0,52,\N,\N,41,14,01:37.8,213.662,11
26161,1114,848,3,23,13,\N,R,16,0,26,\N,\N,15,18,01:39.2,210.769,130
26162,1114,858,3,2,0,\N,R,17,0,22,\N,\N,7,16,01:38.8,211.488,130
26163,1114,840,117,18,17,\N,R,18,0,20,\N,\N,16,17,01:39.0,211.057,65
26164,1114,815,9,11,5,\N,R,19,0,15,\N,\N,8,19,01:39.7,209.672,130
26165,1114,822,51,77,16,\N,R,20,0,7,\N,\N,5,20,02:02.8,170.3,130
26166,1115,830,9,1,1,1,1,1,26,57,27:39.2,5259168,56,1,01:24.3,231.364,1
26167,1115,857,1,81,6,2,2,2,18,57,4.833,5264001,48,3,01:24.9,229.724,1
26168,1115,846,1,4,10,3,3,3,15,57,5.969,5265137,47,2,01:24.8,229.938,1
26169,1115,847,131,63,2,4,4,4,12,57,34.119,5293287,35,5,01:25.8,227.45,1
26170,1115,844,6,16,5,5,5,5,10,57,38.976,5298144,57,4,01:25.0,229.532,1
26171,1115,4,117,14,4,6,6,6,8,57,49.032,5308200,57,6,01:26.0,226.723,1
26172,1115,839,214,31,8,7,7,7,6,57,+1:02.390,5321558,42,11,01:26.5,225.661,1
26173,1115,822,51,77,9,8,8,8,4,57,+1:06.563,5325731,54,13,01:26.7,225.135,1
26174,1115,855,51,24,19,9,9,9,2,57,+1:16.127,5335295,54,9,01:26.3,225.993,1
26175,1115,815,9,11,0,10,10,10,1,57,+1:20.181,5339349,50,7,01:26.2,226.263,1
26176,1115,840,117,18,16,11,11,11,0,57,+1:21.652,5340820,55,10,01:26.4,225.917,1
26177,1115,842,214,10,7,12,12,12,0,57,+1:22.300,5341468,49,8,01:26.3,226.027,1
26178,1115,848,3,23,13,13,13,13,0,57,+1:31.014,5350182,57,14,01:26.7,225.098,1
26179,1115,825,210,20,18,14,14,14,0,56,\N,\N,46,15,01:27.1,224.061,11
26180,1115,852,213,22,11,15,15,15,0,56,\N,\N,55,17,01:27.2,223.786,11
26181,1115,807,210,27,14,16,16,16,0,56,\N,\N,45,12,01:26.5,225.559,11
26182,1115,859,213,40,17,17,17,17,0,56,\N,\N,54,16,01:27.1,223.943,11
26183,1115,858,3,2,15,\N,R,18,0,40,\N,\N,31,18,01:28.0,221.729,139
26184,1115,1,131,44,3,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4
26185,1115,832,6,55,12,\N,W,20,0,0,\N,\N,\N,0,\N,\N,95
26186,1116,830,9,1,6,1,1,1,25,56,35:21.4,5721362,40,9,01:40.0,198.412,1
26187,1116,846,1,4,2,2,2,2,18,56,10.73,5732092,39,8,01:40.0,198.497,1
26188,1116,832,6,55,4,3,3,3,15,56,15.134,5736496,51,10,01:40.0,198.4,1
26189,1116,815,9,11,9,4,4,4,12,56,18.46,5739822,40,5,01:39.7,198.991,1
26190,1116,847,131,63,5,5,5,5,10,56,24.999,5746361,48,3,01:39.4,199.68,1
26191,1116,842,214,10,7,6,6,6,8,56,47.996,5769358,47,11,01:40.4,197.653,1
26192,1116,840,117,18,0,7,7,7,6,56,48.696,5770058,48,6,01:39.9,198.65,1
26193,1116,852,213,22,11,8,8,8,5,56,+1:14.385,5795747,56,1,01:38.1,202.231,1
26194,1116,848,3,23,15,9,9,9,2,56,+1:26.714,5808076,40,15,01:41.4,195.783,1
26195,1116,858,3,2,16,10,10,10,1,56,+1:27.998,5809360,34,14,01:41.2,196.041,1
26196,1116,807,210,27,0,11,11,11,0,56,+1:29.904,5811266,45,12,01:40.9,196.648,1
26197,1116,822,51,77,13,12,12,12,0,56,+1:38.601,5819963,54,18,01:42.0,194.629,1
26198,1116,855,51,24,12,13,13,13,0,55,\N,\N,51,17,01:41.9,194.807,11
26199,1116,825,210,20,0,14,14,14,0,55,\N,\N,41,16,01:41.5,195.523,11
26200,1116,817,213,3,14,15,15,15,0,55,\N,\N,49,2,01:39.4,199.734,11
26201,1116,4,117,14,0,\N,R,16,0,49,\N,\N,47,7,01:40.0,198.559,140
26202,1116,857,1,81,10,\N,R,17,0,10,\N,\N,5,19,01:42.7,193.24,21
26203,1116,839,214,31,8,\N,R,18,0,6,\N,\N,2,20,01:44.8,189.397,130
26204,1116,1,131,44,3,\N,D,19,0,56,\N,\N,42,4,01:39.6,199.301,2
26205,1116,844,6,16,1,\N,D,20,0,56,\N,\N,\N,0,\N,\N,2
26206,1117,830,9,1,3,1,1,1,25,71,02:30.8,7350814,40,2,01:21.6,189.78,1
26207,1117,1,131,44,6,2,2,2,19,71,13.875,7364689,71,1,01:21.3,190.503,1
26208,1117,844,6,16,1,3,3,3,15,71,23.124,7373938,38,4,01:22.3,188.194,1
26209,1117,832,6,55,2,4,4,4,12,71,27.154,7377968,57,6,01:22.5,187.722,1
26210,1117,846,1,4,17,5,5,5,10,71,33.266,7384080,71,3,01:21.9,189.085,1
26211,1117,847,131,63,8,6,6,6,8,71,41.02,7391834,38,10,01:22.8,187.175,1
26212,1117,817,213,3,4,7,7,7,6,71,41.57,7392384,66,7,01:22.7,187.404,1
26213,1117,857,1,81,7,8,8,8,4,71,43.104,7393918,53,8,01:22.8,187.22,1
26214,1117,848,3,23,14,9,9,9,2,71,48.573,7399387,65,9,01:22.8,187.191,1
26215,1117,839,214,31,15,10,10,10,1,71,+1:02.879,7413693,66,11,01:23.0,186.733,1
26216,1117,842,214,10,11,11,11,11,0,71,+1:06.208,7417022,43,16,01:23.2,186.163,1
26217,1117,852,213,22,18,12,12,12,0,71,+1:18.982,7429796,11,5,01:22.5,187.808,1
26218,1117,807,210,27,12,13,13,13,0,71,+1:20.309,7431123,43,15,01:23.2,186.181,1
26219,1117,855,51,24,10,14,14,14,0,71,+1:21.676,7432490,39,19,01:23.6,185.412,1
26220,1117,822,51,77,9,15,15,15,0,71,+1:25.597,7436411,43,14,01:23.2,186.306,1
26221,1117,858,3,2,19,16,16,16,0,70,\N,\N,24,12,01:23.0,186.672,31
26222,1117,840,117,18,0,17,17,17,0,66,\N,\N,43,17,01:23.3,186.103,130
26223,1117,4,117,14,13,\N,R,18,0,47,\N,\N,40,18,01:23.5,185.492,54
26224,1117,825,210,20,16,\N,R,19,0,31,\N,\N,25,13,01:23.1,186.351,3
26225,1117,815,9,11,5,\N,R,20,0,1,\N,\N,\N,0,\N,\N,130
26226,1118,830,9,1,1,1,1,1,25,71,56:48.9,7008894,68,2,01:13.4,211.277,1
26227,1118,846,1,4,6,2,2,2,19,71,8.277,7017171,61,1,01:12.5,214.005,1
26228,1118,4,117,14,4,3,3,3,15,71,34.155,7043049,54,10,01:14.4,208.382,1
26229,1118,815,9,11,9,4,4,4,12,71,34.208,7043102,55,5,01:14.1,209.276,1
26230,1118,840,117,18,3,5,5,5,10,71,40.845,7049739,67,4,01:14.0,209.607,1
26231,1118,832,6,55,7,6,6,6,8,71,50.188,7059082,59,9,01:14.4,208.483,1
26232,1118,842,214,10,15,7,7,7,6,71,56.093,7064987,48,11,01:14.5,208.161,1
26233,1118,1,131,44,5,8,8,8,4,71,+1:02.859,7071753,59,12,01:14.7,207.554,1
26234,1118,852,213,22,16,9,9,9,2,71,+1:09.880,7078774,64,7,01:14.2,208.974,1
26235,1118,839,214,31,14,10,10,10,1,70,\N,\N,53,6,01:14.2,209.045,11
26236,1118,858,3,2,19,11,11,11,0,70,\N,\N,51,16,01:15.7,204.816,11
26237,1118,807,210,27,11,12,12,12,0,70,\N,\N,66,14,01:15.0,206.732,11
26238,1118,817,213,3,17,13,13,13,0,70,\N,\N,68,3,01:13.9,210.007,11
26239,1118,857,1,81,10,14,14,14,0,69,\N,\N,66,8,01:14.3,208.752,12
26240,1118,847,131,63,8,\N,R,15,0,57,\N,\N,55,13,01:14.9,207.014,25
26241,1118,822,51,77,18,\N,R,16,0,39,\N,\N,20,15,01:15.7,204.835,5
26242,1118,855,51,24,20,\N,R,17,0,22,\N,\N,17,17,01:16.2,203.489,5
26243,1118,825,210,20,12,\N,R,18,0,0,\N,\N,\N,0,\N,\N,4
26244,1118,848,3,23,13,\N,R,19,0,0,\N,\N,\N,0,\N,\N,4
26245,1118,844,6,16,0,\N,W,20,0,0,\N,\N,\N,0,\N,\N,5
26246,1119,830,9,1,2,1,1,1,25,50,29:08.3,5348289,44,2,01:35.6,233.476,1
26247,1119,844,6,16,1,2,2,2,18,50,2.07,5350359,50,3,01:35.7,233.342,1
26248,1119,815,9,11,11,3,3,3,15,50,2.241,5350530,40,5,01:35.9,232.685,1
26249,1119,839,214,31,16,4,4,4,12,50,18.665,5366954,47,10,01:36.6,231.004,1
26250,1119,840,117,18,19,5,5,5,10,50,20.067,5368356,45,9,01:36.6,231.131,1
26251,1119,832,6,55,12,6,6,6,8,50,20.834,5369123,47,6,01:36.0,232.576,1
26252,1119,1,131,44,10,7,7,7,6,50,21.755,5370044,48,4,01:35.7,233.227,1
26253,1119,847,131,63,3,8,8,8,4,50,23.091,5371380,44,7,01:36.1,232.365,1
26254,1119,4,117,14,9,9,9,9,2,50,25.964,5374253,42,8,01:36.6,231.191,1
26255,1119,857,1,81,18,10,10,10,2,50,29.496,5377785,47,1,01:35.5,233.779,1
26256,1119,842,214,10,4,11,11,11,0,50,34.27,5382559,37,11,01:36.9,230.346,1
26257,1119,848,3,23,5,12,12,12,0,50,43.398,5391687,50,13,01:37.4,229.296,1
26258,1119,825,210,20,8,13,13,13,0,50,44.825,5393114,50,15,01:37.5,229.065,1
26259,1119,817,213,3,14,14,14,14,0,50,48.525,5396814,50,12,01:37.1,229.884,1
26260,1119,855,51,24,17,15,15,15,0,50,50.162,5398451,32,14,01:37.4,229.253,1
26261,1119,858,3,2,6,16,16,16,0,50,50.882,5399171,32,19,01:37.7,228.397,1
26262,1119,822,51,77,7,17,17,17,0,50,+1:25.350,5433639,49,16,01:37.6,228.814,1
26263,1119,852,213,22,20,18,18,18,0,46,\N,\N,45,18,01:37.6,228.755,6
26264,1119,807,210,27,13,19,19,19,0,45,\N,\N,43,17,01:37.6,228.807,5
26265,1119,846,1,4,15,\N,R,20,0,2,\N,\N,2,20,01:59.3,187.079,3
26266,1120,830,9,1,1,1,1,1,26,58,27:02.6,5222624,45,1,01:27.0,218.541,1
26267,1120,844,6,16,2,2,2,2,18,58,17.993,5240617,44,8,01:28.2,215.553,1
26268,1120,847,131,63,4,3,3,3,15,58,20.328,5242952,45,7,01:28.2,215.582,1
26269,1120,815,9,11,9,4,4,4,12,58,21.453,5244077,44,2,01:27.5,217.292,1
26270,1120,846,1,4,5,5,5,5,10,58,24.284,5246908,45,6,01:28.2,215.639,1
26271,1120,857,1,81,3,6,6,6,8,58,31.487,5254111,38,5,01:28.1,215.702,1
26272,1120,4,117,14,7,7,7,7,6,58,39.512,5262136,42,9,01:28.3,215.414,1
26273,1120,852,213,22,6,8,8,8,4,58,43.088,5265712,55,16,01:29.3,213,1
26274,1120,1,131,44,11,9,9,9,2,58,44.424,5267048,52,10,01:28.4,215.131,1
26275,1120,840,117,18,13,10,10,10,1,58,55.632,5278256,44,4,01:28.1,215.918,1
26276,1120,817,213,3,15,11,11,11,0,58,56.229,5278853,47,11,01:28.6,214.648,1
26277,1120,839,214,31,12,12,12,12,0,58,+1:06.373,5288997,34,20,01:30.0,211.162,1
26278,1120,842,214,10,10,13,13,13,0,58,+1:10.360,5292984,35,14,01:29.0,213.575,1
26279,1120,848,3,23,14,14,14,14,0,58,+1:13.184,5295808,45,3,01:27.8,216.422,1
26280,1120,807,210,27,8,15,15,15,0,58,+1:23.696,5306320,58,15,01:29.2,213.093,1
26281,1120,858,3,2,20,16,16,16,0,58,+1:27.791,5310415,43,12,01:28.6,214.626,1
26282,1120,855,51,24,19,17,17,17,0,58,+1:29.422,5312046,43,13,01:28.7,214.224,1
26283,1120,832,6,55,16,18,18,18,0,57,\N,\N,42,17,01:29.5,212.534,31
26284,1120,822,51,77,18,19,19,19,0,57,\N,\N,42,18,01:29.9,211.562,11
26285,1120,825,210,20,17,20,20,20,0,57,\N,\N,46,19,01:29.9,211.395,11
26286,1121,830,9,1,1,1,1,1,26,57,31:44.7,5504742,39,1,01:32.6,210.383,1
26287,1121,815,9,11,5,2,2,2,18,57,22.457,5527199,40,4,01:34.4,206.468,1
26288,1121,832,6,55,4,3,3,3,15,57,25.11,5529852,44,6,01:34.5,206.156,1
26289,1121,844,6,16,2,4,4,4,12,57,39.669,5544411,36,2,01:34.1,207.069,1
